tweet_id,timestamp,source,rating_numerator,rating_denominator,dog_stage,breed,p_confidence,id,retweet_count,favorite_count
857989990357356544,2017-04-28 16:08:49,Twitter for iPhone,12,10,,French_bulldog,0.43258,8.579899903573565e+17,2812.0,16952.0
857746408056729600,2017-04-28 00:00:54,Twitter for iPhone,13,10,,Labrador_retriever,0.919832,8.577464080567296e+17,11524.0,36021.0
857393404942143489,2017-04-27 00:38:11,Twitter for iPhone,13,10,,malamute,0.8415969999999999,8.573934049421435e+17,1785.0,6236.0
857263160327368704,2017-04-26 16:00:39,Twitter for iPhone,13,10,,Samoyed,0.998021,8.572631603273687e+17,4934.0,21041.0
857029823797047296,2017-04-26 00:33:27,Twitter for iPhone,12,10,,golden_retriever,0.968623,8.570298237970473e+17,4364.0,19910.0
856543823941562368,2017-04-24 16:22:16,Twitter for iPhone,12,10,,Boston_bull,0.30691,8.565438239415624e+17,3131.0,17135.0
856282028240666624,2017-04-23 23:01:59,Twitter for iPhone,14,10,,Chihuahua,0.8765430000000001,8.562820282406666e+17,6841.0,29086.0
855857698524602368,2017-04-22 18:55:51,Twitter for iPhone,13,10,,,,8.558576985246024e+17,2313.0,12498.0
855851453814013952,2017-04-22 18:31:02,Twitter for iPhone,13,10,"doggo, puppo",flat-coated_retriever,0.321676,8.55851453814014e+17,19196.0,47844.0
855818117272018944,2017-04-22 16:18:34,Twitter for iPhone,13,10,,,,8.55818117272019e+17,5943.0,28056.0
854732716440526848,2017-04-19 16:25:34,Twitter for iPhone,12,10,,Pembroke,0.6955479999999999,8.547327164405268e+17,6690.0,24188.0
854482394044301312,2017-04-18 23:50:52,Twitter for iPhone,13,10,,Chihuahua,0.26024200000000003,8.544823940443013e+17,7608.0,31131.0
854365224396361728,2017-04-18 16:05:17,Twitter for iPhone,13,10,,Pembroke,0.90708,8.543652243963617e+17,5159.0,20046.0
854120357044912130,2017-04-17 23:52:16,Twitter for iPhone,14,10,pupper,black-and-tan_coonhound,0.8548610000000001,8.541203570449121e+17,8285.0,33911.0
854010172552949760,2017-04-17 16:34:26,Twitter for iPhone,11,10,"doggo, floofer",English_springer,0.354733,8.540101725529498e+17,3433.0,17169.0
853760880890318849,2017-04-17 00:03:50,Twitter for iPhone,12,10,,miniature_pinscher,0.29251900000000003,8.537608808903188e+17,6403.0,30414.0
853639147608842240,2017-04-16 16:00:07,Twitter for iPhone,13,10,,German_shepherd,0.509879,8.536391476088422e+17,11265.0,37198.0
853299958564483072,2017-04-15 17:32:18,Twitter for iPhone,13,10,,None,0.0,8.532999585644831e+17,3928.0,16508.0
852912242202992640,2017-04-14 15:51:39,Twitter for iPhone,12,10,,Great_Dane,0.7837649999999999,8.529122422029926e+17,2037.0,9658.0
852672615818899456,2017-04-13 23:59:28,Twitter for iPhone,12,10,,golden_retriever,0.7112350000000001,8.526726158188995e+17,2388.0,15939.0
852553447878664193,2017-04-13 16:05:56,Twitter for iPhone,13,10,,bloodhound,0.186498,8.525534478786642e+17,3885.0,17492.0
852311364735569921,2017-04-13 00:03:59,Twitter for iPhone,13,10,,None,0.0,8.523113647355699e+17,10961.0,35325.0
852226086759018497,2017-04-12 18:25:07,Twitter Web Client,14,10,,None,0.0,8.522260867590185e+17,7570.0,21378.0
852189679701164033,2017-04-12 16:00:27,Twitter for iPhone,12,10,,Bernese_mountain_dog,0.415374,8.52189679701164e+17,1741.0,12217.0
851591660324737024,2017-04-11 00:24:08,Twitter for iPhone,11,10,,Cardigan,0.394507,8.51591660324737e+17,3819.0,17300.0
851464819735769094,2017-04-10 16:00:07,Twitter for iPhone,14,10,,None,0.0,8.514648197357691e+17,7855.0,25944.0
851224888060895234,2017-04-10 00:06:42,Twitter for iPhone,13,10,,standard_poodle,0.00568265,8.512248880608952e+17,6350.0,22090.0
850753642995093505,2017-04-08 16:54:09,Twitter for iPhone,11,10,,pug,0.996952,8.507536429950935e+17,10352.0,33348.0
850380195714523136,2017-04-07 16:10:12,Twitter for iPhone,13,10,,Yorkshire_terrier,0.249012,8.503801957145231e+17,2915.0,13994.0
850145622816686080,2017-04-07 00:38:06,Twitter for iPhone,11,10,,kelpie,0.10539,8.501456228166861e+17,4244.0,17519.0
850019790995546112,2017-04-06 16:18:05,Twitter for iPhone,12,10,pupper,Shetland_sheepdog,0.759907,8.500197909955461e+17,5459.0,21944.0
849412302885593088,2017-04-05 00:04:08,Twitter for iPhone,12,10,,schipperke,0.907559,8.494123028855931e+17,3487.0,17039.0
849336543269576704,2017-04-04 19:03:06,Twitter for iPhone,11,10,,None,0.0,8.493365432695767e+17,2101.0,12240.0
849051919805034497,2017-04-04 00:12:06,Twitter for iPhone,13,10,,None,0.0,8.490519198050345e+17,7396.0,32617.0
848324959059550208,2017-04-02 00:03:26,Twitter for iPhone,12,10,,malamute,0.5445760000000001,8.483249590595502e+17,4037.0,20229.0
848212111729840128,2017-04-01 16:35:01,Twitter for iPhone,6,10,,Bedlington_terrier,0.333486,8.482121117298401e+17,3444.0,17618.0
847962785489326080,2017-04-01 00:04:17,Twitter for iPhone,10,10,,None,0.0,8.479627854893261e+17,5730.0,25296.0
847842811428974592,2017-03-31 16:07:33,Twitter for iPhone,12,10,,Bernese_mountain_dog,0.951337,8.478428114289746e+17,1522.0,5935.0
847606175596138505,2017-03-31 00:27:14,Twitter for iPhone,12,10,,Cardigan,0.413688,8.476061755961385e+17,3774.0,20208.0
847251039262605312,2017-03-30 00:56:03,Twitter for iPhone,12,10,,Airedale,0.49538,8.472510392626053e+17,4800.0,22036.0
847157206088847362,2017-03-29 18:43:12,Twitter for iPhone,11,10,,Staffordshire_bullterrier,0.21960900000000005,8.471572060888474e+17,6572.0,21588.0
847116187444137987,2017-03-29 16:00:12,Twitter for iPhone,11,10,,American_Staffordshire_terrier,0.113434,8.47116187444138e+17,3583.0,23108.0
846874817362120707,2017-03-29 00:01:05,Twitter for iPhone,13,10,,Shetland_sheepdog,0.450539,8.468748173621207e+17,4404.0,21685.0
846514051647705089,2017-03-28 00:07:32,Twitter for iPhone,13,10,doggo,golden_retriever,0.650003,8.465140516477051e+17,13076.0,48410.0
846505985330044928,2017-03-27 23:35:28,Twitter for iPhone,11,10,,,,8.465059853300449e+17,3492.0,15304.0
846153765933735936,2017-03-27 00:15:53,Twitter for iPhone,13,10,,giant_schnauzer,0.346468,8.46153765933736e+17,10226.0,34394.0
846139713627017216,2017-03-26 23:20:02,Twitter for iPhone,13,10,,,,8.461397136270172e+17,10972.0,33188.0
846042936437604353,2017-03-26 16:55:29,Twitter for iPhone,12,10,,golden_retriever,0.96111,8.460429364376044e+17,3224.0,17256.0
845812042753855489,2017-03-26 01:38:00,Twitter for iPhone,13,10,,Samoyed,0.979803,8.458120427538555e+17,9894.0,31737.0
845397057150107648,2017-03-24 22:08:59,Twitter for iPhone,13,10,doggo,Dandie_Dinmont,0.394404,8.453970571501076e+17,2072.0,8241.0
845306882940190720,2017-03-24 16:10:40,Twitter for iPhone,12,10,pupper,Irish_water_spaniel,0.567475,8.453068829401907e+17,6039.0,25225.0
844973813909606400,2017-03-23 18:07:10,Twitter for iPhone,12,10,,Labrador_retriever,0.742421,8.449738139096064e+17,3617.0,16361.0
844704788403113984,2017-03-23 00:18:10,Twitter for iPhone,13,10,,Labrador_retriever,0.980213,8.44704788403114e+17,11633.0,42022.0
844580511645339650,2017-03-22 16:04:20,Twitter for iPhone,11,10,,None,0.0,8.445805116453396e+17,3533.0,17871.0
844223788422217728,2017-03-21 16:26:50,Twitter for iPhone,12,10,,Labrador_retriever,0.71951,8.442237884222177e+17,2450.0,14753.0
843981021012017153,2017-03-21 00:22:10,Twitter for iPhone,13,10,,,,8.439810210120172e+17,3285.0,16327.0
843856843873095681,2017-03-20 16:08:44,Twitter for iPhone,12,10,,Labrador_retriever,0.92254,8.438568438730957e+17,5220.0,23211.0
843604394117681152,2017-03-19 23:25:35,Twitter for iPhone,11,10,,Labrador_retriever,0.430583,8.436043941176812e+17,3081.0,18310.0
843235543001513987,2017-03-18 22:59:54,Twitter for iPhone,13,10,,Pembroke,0.958452,8.43235543001514e+17,6852.0,23315.0
842846295480000512,2017-03-17 21:13:10,Twitter for iPhone,13,10,,Labrador_retriever,0.461076,8.428462954800005e+17,4023.0,16440.0
842765311967449089,2017-03-17 15:51:22,Twitter for iPhone,12,10,,Labrador_retriever,0.0293399,8.427653119674491e+17,1439.0,7321.0
842535590457499648,2017-03-17 00:38:32,Twitter for iPhone,13,10,,Pembroke,0.685084,8.425355904574996e+17,3937.0,19637.0
842163532590374912,2017-03-16 00:00:07,Twitter for iPhone,12,10,,French_bulldog,0.891227,8.421635325903749e+17,6568.0,26569.0
842115215311396866,2017-03-15 20:48:07,Twitter for iPhone,12,10,,chow,0.293493,8.421152153113969e+17,3386.0,15204.0
841680585030541313,2017-03-14 16:01:03,Twitter for iPhone,12,10,,Chihuahua,0.547401,8.416805850305413e+17,8748.0,27854.0
841439858740625411,2017-03-14 00:04:30,Twitter for iPhone,14,10,,Labrador_retriever,0.0481999,8.414398587406254e+17,4168.0,13755.0
